timestamp,seq,key,aRMSx,aRMSy,aRMSz,vRMSx,vRMSy,vRMSz,temperature,aucausticRMS,extra,mac
1777369890351,728,RMS,0.619229,0.339948,0.663679,1.663842,1.4001,3.454346,33.1939,44.35726,137.7574,E4:65:B8:2C:73:48
1777369896351,735,RMS,0.629259,0.299111,0.644722,1.595378,1.352024,3.41879,33.36456,43.7492,130.8974,E4:65:B8:2C:73:48
1777369902351,742,RMS,0.61155,0.297892,0.641656,1.622185,1.865394,3.358171,33.38898,44.39826,138.7345,E4:65:B8:2C:73:48
1777369908351,749,RMS,0.614665,0.320006,0.636874,1.523768,1.497819,3.282401,33.53497,44.37258,137.375,E4:65:B8:2C:73:48
1777369914351,756,RMS,0.623938,0.343734,0.666661,1.580851,1.607607,3.329659,33.60792,44.13722,135.7651,E4:65:B8:2C:73:48
1777369920351,763,RMS,0.619066,0.318634,0.656447,1.562182,1.549478,3.371982,33.46187,44.33724,137.703,E4:65:B8:2C:73:48
1777369926351,770,RMS,0.623585,0.29771,0.634924,1.600915,1.76344,3.317428,33.65673,44.37259,138.2942,E4:65:B8:2C:73:48
1777369932351,777,RMS,0.618801,0.309564,0.654729,1.6498,1.536402,3.392367,33.77866,44.26799,136.7298,E4:65:B8:2C:73:48
1777369938351,784,RMS,0.627652,0.319751,0.646244,1.750464,1.804409,3.402788,33.77854,44.29416,136.941,E4:65:B8:2C:73:48
1777369944351,149,RMS,0.609686,0.398235,0.675855,1.719645,2.73738,3.989851,30.53664,44.83559,141.4658,E4:65:B8:2C:73:48
1777369950351,151,RMS,0.600979,0.400447,0.673395,1.672249,2.610004,3.825065,30.80521,44.29698,135.2956,E4:65:B8:2C:73:48
1777369956351,174,RMS,0.598473,0.39742,0.67702,1.763768,2.545579,3.802192,30.56099,45.09184,145.355,E4:65:B8:2C:73:48
1777369962351,177,RMS,0.600478,0.394609,0.676257,1.664484,2.542874,3.792539,30.73201,45.00679,143.5331,E4:65:B8:2C:73:48
1777369968351,141,RMS,0.611534,0.366463,0.665992,1.725574,2.218437,3.292382,31.87815,44.55183,139.3443,E4:65:B8:2C:73:48
1777369974351,144,RMS,0.618587,0.361994,0.669323,1.658085,2.156821,3.279071,31.95033,44.46983,139.0496,E4:65:B8:2C:73:48
1777369980351,161,RMS,0.598183,0.353595,0.658108,1.635268,2.22955,3.26853,31.78013,44.5041,137.663,E4:65:B8:2C:73:48
1777369986351,164,RMS,0.60659,0.392138,0.695252,1.606321,2.17958,3.228431,32.02446,44.37597,135.2804,E4:65:B8:2C:73:48
1777369992351,171,RMS,0.603811,0.359521,0.682584,1.644435,2.141236,3.218574,32.29236,44.43649,135.1625,E4:65:B8:2C:73:48
1777369998351,178,RMS,0.62567,0.365979,0.691846,1.631733,2.131236,3.336874,32.38988,44.57338,137.3275,E4:65:B8:2C:73:48
1777370004351,185,RMS,0.61027,0.367256,0.700108,1.718667,2.251631,3.277458,32.07308,44.64382,138.2343,E4:65:B8:2C:73:48
1777370010351,192,RMS,0.612427,0.352905,0.686701,1.666559,2.090143,3.264551,32.24387,44.89451,138.9516,E4:65:B8:2C:73:48
1777370016351,199,RMS,0.608389,0.374014,0.696457,1.614605,2.240774,3.210725,32.24384,44.70721,140.688,E4:65:B8:2C:73:48
1777370022351,206,RMS,0.585025,0.376571,0.697322,1.608977,2.161789,3.214668,32.19432,44.63917,140.5392,E4:65:B8:2C:73:48
1777370028351,213,RMS,0.608419,0.348899,0.676115,1.627606,2.059197,3.266936,32.39011,44.20637,134.4703,E4:65:B8:2C:73:48
1777370034351,220,RMS,0.612658,0.360151,0.690255,1.610649,1.993347,3.268854,32.56065,44.70149,139.2736,E4:65:B8:2C:73:48
1777370040351,227,RMS,0.609378,0.395972,0.700178,1.572615,2.233018,3.138362,32.63348,44.67144,141.0748,E4:65:B8:2C:73:48
1777370046351,234,RMS,0.583101,0.388032,0.656385,1.578859,2.120996,3.273331,32.38993,44.24868,134.6207,E4:65:B8:2C:73:48
1777370052351,241,RMS,0.600253,0.363153,0.683506,1.580081,2.191288,3.258179,32.53629,44.3207,134.932,E4:65:B8:2C:73:48
1777370058351,248,RMS,0.592737,0.368967,0.664477,1.584457,2.235013,3.091022,33.04797,44.05002,133.2014,E4:65:B8:2C:73:48
1777370064351,255,RMS,0.600486,0.384489,0.678607,1.550754,2.128775,3.238518,32.29093,44.91899,140.6665,E4:65:B8:2C:73:48
1777370070351,157,RMS,0.058459,0.109968,0.058385,0.584631,1.150089,0.579579,22.29239,35.71507,53.35864,E4:65:B8:2C:73:48
1777370076351,159,RMS,0.060798,0.111746,0.059161,0.699138,1.5462,0.901249,21.89956,35.45366,52.67637,E4:65:B8:2C:73:48
1777370082351,185,RMS,0.060772,0.11087,0.063765,0.569733,1.652993,0.851311,22.16973,35.75839,53.54415,E4:65:B8:2C:73:48
1777370088351,187,RMS,0.058604,0.109849,0.057387,0.652774,1.397684,0.633328,21.99785,35.5214,52.88394,E4:65:B8:2C:73:48
1777370094351,194,RMS,0.058851,0.109761,0.058792,0.515166,1.371658,0.608662,22.21863,35.87755,53.98721,E4:65:B8:2C:73:48
1777370100351,201,RMS,0.059186,0.108106,0.0572,0.653292,1.037176,0.512623,22.36599,35.33032,51.76129,E4:65:B8:2C:73:48
1777370106351,208,RMS,0.059095,0.108414,0.059881,0.705339,1.266369,0.719775,22.46403,35.78568,53.82467,E4:65:B8:2C:73:48
1777370112351,215,RMS,0.057004,0.109815,0.055396,0.510724,1.044364,0.602111,22.34142,35.88904,54.40961,E4:65:B8:2C:73:48
1777370118351,222,RMS,0.058533,0.1104,0.059285,0.467865,1.300723,0.691244,22.29226,35.7607,53.58381,E4:65:B8:2C:73:48
1777370124351,229,RMS,0.05893,0.113047,0.060933,0.589203,1.412957,0.926486,22.34118,35.12677,51.58814,E4:65:B8:2C:73:48
1777370130351,236,RMS,0.058775,0.108477,0.057527,0.689361,1.492556,0.534247,22.73383,35.6741,53.00015,E4:65:B8:2C:73:48
1777370136351,243,RMS,0.057645,0.109474,0.056645,0.595983,1.014048,0.681595,22.63566,35.44887,52.69888,E4:65:B8:2C:73:48
1777370142351,250,RMS,0.057767,0.106157,0.056752,0.563965,1.220789,0.764216,22.78276,35.78975,53.83829,E4:65:B8:2C:73:48
1777370148351,257,RMS,0.059896,0.109877,0.056636,0.601377,1.285452,0.661005,22.26769,35.14083,50.68848,E4:65:B8:2C:73:48
1777370154351,264,RMS,0.057927,0.108234,0.059373,0.654082,1.025017,0.745663,22.29236,35.88279,54.36472,E4:65:B8:2C:73:48
1777370160351,271,RMS,0.058269,0.111656,0.059334,0.680817,1.414377,0.713794,22.24333,35.88933,54.30864,E4:65:B8:2C:73:48
1777370166351,278,RMS,0.057733,0.10984,0.056997,0.599059,1.212726,0.585572,22.43918,35.90774,54.29199,E4:65:B8:2C:73:48
1777370172351,285,RMS,0.057348,0.107895,0.059013,0.712132,1.211252,0.935682,22.78161,35.92998,54.80403,E4:65:B8:2C:73:48
1777370178351,292,RMS,0.056062,0.108994,0.060791,0.51333,1.202036,0.632994,22.46388,35.78136,53.68031,E4:65:B8:2C:73:48
1777370184351,299,RMS,0.060608,0.108053,0.05845,0.544825,1.28428,0.615317,22.31668,35.61473,53.57514,E4:65:B8:2C:73:48
1777370190351,306,RMS,0.059709,0.106865,0.05622,0.553571,1.052792,0.609073,22.56208,35.41261,52.37233,E4:65:B8:2C:73:48
1777370196351,313,RMS,0.058707,0.109519,0.059529,0.679267,0.937808,0.706406,22.29236,35.66828,53.02794,E4:65:B8:2C:73:48
1777370202351,320,RMS,0.058617,0.109173,0.058344,0.548156,1.102905,0.65487,22.87941,36.06072,55.39238,E4:65:B8:2C:73:48
1777370208351,327,RMS,0.058924,0.109296,0.058171,0.548673,1.207456,1.06313,23.19973,35.73999,53.50781,E4:65:B8:2C:73:48
1777370214351,334,RMS,0.0597,0.113602,0.058077,0.553418,1.422229,0.716931,22.92874,34.72944,50.25669,E4:65:B8:2C:73:48
1777370220351,341,RMS,0.058716,0.10962,0.060256,0.696098,1.106324,0.628672,22.61119,35.72702,53.55759,E4:65:B8:2C:73:48
1777370226351,348,RMS,0.057797,0.107251,0.059058,0.584764,1.271396,1.048033,22.83178,35.71874,53.28303,E4:65:B8:2C:73:48
1777370232351,355,RMS,0.058837,0.110096,0.05791,0.663527,1.540417,0.656997,22.04595,35.62851,53.90304,E4:65:B8:2C:73:48
1777370238351,362,RMS,0.059801,0.110762,0.051297,0.666357,1.243547,0.654598,22.78284,35.97764,54.7565,E4:65:B8:2C:73:48
1777370244351,369,RMS,0.059189,0.110323,0.057533,0.556589,1.358279,0.726456,22.09284,35.63608,53.15453,E4:65:B8:2C:73:48
1777370250351,376,RMS,0.058561,0.112295,0.056823,0.665052,1.282768,0.666176,22.66031,35.95893,54.73792,E4:65:B8:2C:73:48
1777370256351,383,RMS,0.0599,0.11018,0.059634,0.749568,1.357378,0.818618,22.73382,35.68081,53.15944,E4:65:B8:2C:73:48
1777370262351,390,RMS,0.058455,0.108429,0.058531,0.643587,1.214537,0.753228,22.41475,35.63228,52.74461,E4:65:B8:2C:73:48
1777370268351,397,RMS,0.059183,0.109629,0.059151,0.634465,1.194764,0.699448,22.8319,35.64181,53.17923,E4:65:B8:2C:73:48
1777370274351,404,RMS,0.05803,0.10886,0.058616,0.849449,1.228828,0.870748,22.70902,35.69427,53.1294,E4:65:B8:2C:73:48
1777370280351,411,RMS,0.058698,0.107027,0.054983,0.58706,0.939317,0.731838,22.83191,35.68982,53.16676,E4:65:B8:2C:73:48
1777370286351,418,RMS,0.059879,0.111693,0.057687,0.615045,1.416562,0.7555,22.78275,35.69761,53.00661,E4:65:B8:2C:73:48
1777370292351,425,RMS,0.059935,0.109726,0.059857,0.586515,1.252287,0.781193,22.68441,34.82909,50.73575,E4:65:B8:2C:73:48
1777370298351,432,RMS,0.058646,0.111836,0.059989,0.552144,1.283692,0.834525,22.97894,35.87678,54.12718,E4:65:B8:2C:73:48
1777370304351,439,RMS,0.057887,0.108812,0.057629,0.529576,0.924018,0.770947,22.73365,35.87661,53.94614,E4:65:B8:2C:73:48
1777370310351,446,RMS,0.060786,0.108755,0.057141,0.556884,1.067262,0.840149,22.83188,35.63889,53.71226,E4:65:B8:2C:73:48
1777370316351,453,RMS,0.060235,0.10821,0.059495,0.614329,1.131226,0.795629,22.66016,36.09387,55.10958,E4:65:B8:2C:73:48
1777370322351,149,RMS,0.056601,0.109319,0.057243,0.476051,1.143183,0.695135,22.92983,35.49073,52.4852,E4:65:B8:2C:73:48
1777370328351,151,RMS,0.056106,0.108832,0.060298,0.505215,1.153613,0.754422,23.02809,35.23743,51.88276,E4:65:B8:2C:73:48
1777370334351,176,RMS,0.056643,0.10662,0.057916,0.69864,1.072291,0.63179,23.05259,35.7197,53.24444,E4:65:B8:2C:73:48
1777370340351,178,RMS,0.057309,0.109391,0.059057,0.55212,1.160437,0.653814,22.85645,34.57933,49.52887,E4:65:B8:2C:73:48
1777370346351,185,RMS,0.055691,0.109638,0.058238,0.517287,1.152202,0.587691,23.07716,35.71392,53.72445,E4:65:B8:2C:73:48
1777370352351,192,RMS,0.05663,0.110651,0.059578,0.546821,0.92862,0.621436,23.05245,35.39485,52.73401,E4:65:B8:2C:73:48
1777370358351,199,RMS,0.057934,0.10798,0.058831,0.713742,1.06396,0.734162,22.8562,35.75706,53.96336,E4:65:B8:2C:73:48
1777370364351,206,RMS,0.055507,0.105655,0.057261,0.490665,1.090131,0.622539,23.05266,35.79599,54.00986,E4:65:B8:2C:73:48
1777370370351,213,RMS,0.056486,0.107986,0.059867,0.541805,0.864587,0.592381,22.55934,35.37066,52.51404,E4:65:B8:2C:73:48
1777370376351,220,RMS,0.056028,0.111146,0.058821,0.542593,1.15308,0.848372,23.12618,35.54074,52.45618,E4:65:B8:2C:73:48
1777370382351,227,RMS,0.056955,0.1105,0.058849,0.554243,1.270905,0.659053,23.05251,35.71796,53.90229,E4:65:B8:2C:73:48
1777370388351,234,RMS,0.056296,0.105811,0.058984,0.649658,1.116886,0.548023,22.97896,35.62824,52.55289,E4:65:B8:2C:73:48
1777370394351,241,RMS,0.056884,0.106924,0.05929,0.465607,0.982538,0.528469,23.27311,35.4456,51.79254,E4:65:B8:2C:73:48
1777370400351,248,RMS,0.05697,0.107132,0.058644,0.601916,1.189568,0.715409,22.65832,35.63745,52.99154,E4:65:B8:2C:73:48
1777370406351,255,RMS,0.055578,0.107394,0.058854,0.580407,1.044055,0.743055,22.97889,35.2109,51.57467,E4:65:B8:2C:73:48
1777370412351,262,RMS,0.057392,0.10971,0.058227,0.522649,0.974296,0.590616,23.1507,35.64882,52.98324,E4:65:B8:2C:73:48
1777370418351,269,RMS,0.057295,0.104767,0.058363,0.615957,0.849741,0.549275,23.17523,35.72489,53.72589,E4:65:B8:2C:73:48
1777370424351,276,RMS,0.056385,0.109387,0.056829,0.554497,1.052133,0.550731,22.83173,35.47079,51.96944,E4:65:B8:2C:73:48
1777370430351,283,RMS,0.056028,0.110185,0.058905,0.578543,1.366825,0.661038,23.60701,34.6045,49.65713,E4:65:B8:2C:73:48
1777370436351,290,RMS,0.05602,0.108552,0.058554,0.649173,1.276042,0.576016,23.02795,35.69966,53.47065,E4:65:B8:2C:73:48
1777370442351,297,RMS,0.055322,0.105181,0.05974,0.484933,0.935954,0.603694,23.17521,35.32291,51.98825,E4:65:B8:2C:73:48
1777370448351,304,RMS,0.055261,0.108237,0.058675,0.522538,0.881921,0.549318,23.19966,35.64392,53.174,E4:65:B8:2C:73:48
1777370454351,311,RMS,0.056403,0.110625,0.058691,0.610843,1.154993,0.663507,22.63336,35.79353,53.68119,E4:65:B8:2C:73:48
1777370460351,318,RMS,0.055763,0.106781,0.056681,0.715137,0.96319,0.713098,23.71363,35.67217,53.06858,E4:65:B8:2C:73:48
1777370466351,325,RMS,0.057524,0.107993,0.059334,0.647593,1.061151,0.783256,22.65734,35.6692,53.14478,E4:65:B8:2C:73:48
1777370472351,332,RMS,0.057844,0.109771,0.058369,0.57623,1.027517,0.58908,23.05245,35.77625,54.12843,E4:65:B8:2C:73:48
1777370478351,339,RMS,0.05599,0.111333,0.060498,0.526178,0.996439,0.598681,23.07707,35.87172,54.36163,E4:65:B8:2C:73:48
1777370484351,346,RMS,0.059193,0.111454,0.058642,0.590022,1.100148,0.690224,23.24878,35.36746,52.27221,E4:65:B8:2C:73:48
1777370490351,353,RMS,0.058686,0.111348,0.058799,0.641758,1.225928,0.645388,23.24877,35.78388,53.68115,E4:65:B8:2C:73:48
1777370496351,360,RMS,0.057101,0.113861,0.058688,0.524783,1.162613,0.599657,23.17523,35.60713,52.97684,E4:65:B8:2C:73:48
1777370502351,367,RMS,0.057453,0.109738,0.058855,0.604332,1.456897,0.650091,23.1507,35.79253,54.13605,E4:65:B8:2C:73:48
1777370508351,374,RMS,0.056957,0.113235,0.060168,0.546497,1.287079,0.714835,23.17515,34.52563,49.13154,E4:65:B8:2C:73:48
1777370514351,381,RMS,0.057458,0.109094,0.059049,0.545392,1.040339,0.64436,23.19975,35.57383,52.7891,E4:65:B8:2C:73:48
1777370520351,388,RMS,0.0554,0.112426,0.060602,0.503539,1.382074,0.617564,23.3951,35.62254,52.99998,E4:65:B8:2C:73:48
1777370526351,395,RMS,0.05653,0.109457,0.058213,0.684897,1.082734,0.691528,22.31278,35.31174,51.98951,E4:65:B8:2C:73:48
1777370532351,402,RMS,0.055772,0.10724,0.060447,0.471399,1.01484,0.637197,23.19958,35.59901,52.64435,E4:65:B8:2C:73:48
1777370538351,409,RMS,0.055428,0.108153,0.058151,0.603846,1.046042,0.67727,23.15054,35.93808,54.95283,E4:65:B8:2C:73:48
1777370544351,416,RMS,0.057503,0.109143,0.059072,0.511179,1.160663,0.522155,23.24878,35.75725,53.67377,E4:65:B8:2C:73:48
1777370550351,423,RMS,0.057309,0.106796,0.060778,0.538888,1.048744,0.740368,23.24875,35.54462,52.64349,E4:65:B8:2C:73:48
1777370556351,430,RMS,0.055632,0.10657,0.061548,0.381301,1.005146,0.589519,23.02791,35.65923,53.06813,E4:65:B8:2C:73:48
1777370562351,437,RMS,0.056891,0.106849,0.058967,0.479521,1.046684,0.652361,23.37031,35.37667,52.41113,E4:65:B8:2C:73:48
1777370568351,444,RMS,0.055684,0.107818,0.057467,0.546186,0.999006,0.638741,23.15072,35.63898,53.0082,E4:65:B8:2C:73:48
1777370574351,451,RMS,0.059044,0.108226,0.059677,0.708725,0.995734,0.693897,23.17523,35.56506,52.74183,E4:65:B8:2C:73:48
1777370580351,458,RMS,0.056568,0.108618,0.058608,0.619993,0.966427,0.522163,23.05235,35.77844,53.84469,E4:65:B8:2C:73:48
1777370586351,465,RMS,0.056971,0.106719,0.05995,0.616029,1.136221,0.620512,23.2733,34.67243,50.10042,E4:65:B8:2C:73:48
1777370592351,472,RMS,0.056727,0.107662,0.056901,0.576286,0.972183,0.607369,23.2733,35.61454,52.93357,E4:65:B8:2C:73:48
1777370598351,479,RMS,0.056522,0.111225,0.059242,0.516999,1.025743,0.638743,23.02791,34.91945,50.69981,E4:65:B8:2C:73:48
1777370604351,486,RMS,0.056584,0.105876,0.060412,0.660405,1.491853,0.72365,23.22426,35.56167,52.61249,E4:65:B8:2C:73:48
1777370610351,493,RMS,0.056653,0.108807,0.060328,0.590288,1.290893,0.569186,23.19969,35.56653,52.59459,E4:65:B8:2C:73:48
1777370616351,500,RMS,0.057425,0.111534,0.059644,0.635011,1.076691,0.747784,23.19973,35.49924,52.1759,E4:65:B8:2C:73:48
1777370622351,507,RMS,0.055238,0.110015,0.058376,0.540736,1.030435,0.544144,23.24875,35.73743,53.82678,E4:65:B8:2C:73:48
1777370628351,514,RMS,0.055635,0.106098,0.059918,0.498115,1.285324,0.611114,23.3223,35.73785,53.54413,E4:65:B8:2C:73:48
1777370634351,521,RMS,0.05454,0.108706,0.058053,0.552034,1.240602,0.584438,23.05251,35.40958,52.51523,E4:65:B8:2C:73:48
1777370640351,528,RMS,0.055269,0.110234,0.058687,0.513833,1.095005,0.548643,23.17523,35.63653,53.19848,E4:65:B8:2C:73:48
1777370646351,535,RMS,0.056827,0.109654,0.059738,0.516338,1.037615,0.560723,23.37115,35.79366,53.90823,E4:65:B8:2C:73:48
1777370652351,542,RMS,0.058737,0.109785,0.058847,0.601756,1.128116,0.623199,23.17518,35.63834,53.13066,E4:65:B8:2C:73:48
